synonyms	doi	model_treatment	msi_status	mutational_burden	ploidy	parent_id	mutation_data	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type	cancer_type_ncit_id	sampling_day	sample_treatment_details	tnm_integrated	species	HCMI
			MSS	12.7	2.554676489		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
KY-220			MSS	17.83333333	2.80916761		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSI	237.8333333	1.974313655		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	8.533333333	2.760242905		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
WM115F;WM115-mel;WC00079			MSS	11.5	1.95655635		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hodgkin's Lymphoma	C9357				Homo Sapiens	
tdott			MSS	13.1	3.436100515		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
	10.1002/(SICI)1097-0215(19970207)70:4<443::AID-IJC12>3.0.CO;2-G	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C5250				Homo Sapiens	
			MSS	7.3	2.435727063		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2923				Homo Sapiens	
RT4P			MSS	5.5	3.722512659		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	8.0	3.189663341		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C4450				Homo Sapiens	
	10.1002/ijc.2910440212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mesothelioma	C45665				Homo Sapiens	
	10.1002/ijc.2910630517	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C4074		MACOP-B; Methotrexate with Leucovorin rescue, Doxorubicin, Cyclophosphamide, Vincristine, Prednisone, and Bleomycin.		Homo Sapiens	
	10.1038/sj.leu.2402212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	27.0		IV	Homo Sapiens	
			MSS	11.0	3.016773974		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C5473				Homo Sapiens	
			MSS	13.7	2.611799343		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
GO-G-CCM			MSS	3.866666667	1.978119482		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C9477				Homo Sapiens	
SJNB-10;NB10-DH			MSS	6.866666667	3.385151029		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
OESO_013		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	1.0	"Capecitabine
Cisplatin
Epirubicin"		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C7965	12.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C4908				Homo Sapiens	
			MSS	20.76666667	2.969956698		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
	10.1111/j.1601-5223.1974.tb01454.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown				SIDM01851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
						SIDM00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
MCC26TC					2.454013896		1.0	0.0	1.0	0.0	0.0	0.0	1.0	Other Solid Carcinomas	C9231				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4878				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C4817				Homo Sapiens	
	10.1007/BF02471470		MSS	12.2	3.338318061		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C5250				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Transformed (Ki-MuSV)				SIDM00020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33414				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C40078		Three courses of intraperitoneal cisplatin.		Homo Sapiens	
	10.1006/gyno.1997.4785	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C8377		CAP (Cyclophosphamide, Adriamycin, Cisplatin) and 5-Fluorouracil.		Homo Sapiens	
	10.1186/1756-9966-29-75	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	12.26666667	3.153430719		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown				SIDM01498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C3247	12.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C3146				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C3171				Homo Sapiens	
	10.3748/wjg.v5.i4.289	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatocellular Carcinoma	C3099		Transcatheter Arterial Embolisation		Homo Sapiens	
			MSS	28.96666667	2.658150732		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
					1.956561381		1.0	0.0	1.0	0.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C3171				Homo Sapiens	
LN-308							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioma	C60781				Homo Sapiens	
	10.3389/fonc.2013.00183		MSS	5.233333333	3.134496817		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
			MSS	10.2	2.405243594		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSS	1.5	2.570563337		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
	10.1038/emm.2005.48	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Oral Cavity Carcinoma	C4648				Homo Sapiens	
	10.1007/BF01806153	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4194		Tamoxifen		Homo Sapiens	
			MSS	7.333333333	1.900908086		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C4908				Homo Sapiens	
RERF-LC-A1							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	6.6	3.231901659		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C4033				Homo Sapiens	
SupB15W;SupB15WT			MSS	6.0	1.979448728		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
			MSS	6.6	4.129924501		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3796				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872				Homo Sapiens	
			MSS	13.53333333	2.963809187		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Transformed (B95-8 derived EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
		Camptothecin				SIDM00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
			MSS	6.633333333	2.765166842		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
Giant cell tumor			MSS	21.5	2.892514952		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4247				Homo Sapiens	
			MSS	2.133333333	1.714007618		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
			MSS	9.333333333	2.730169327		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	11.1	2.017505488		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Cancerous	C97074				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C7550				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C9231				Homo Sapiens	
SKCol1			MSS	7.4	3.647990653		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	9.166666667	2.114153336		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSI	81.43333333	2.126498133		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4910				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C3850				Homo Sapiens	
			MSS	11.93333333	2.304485605		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	6.366666667	1.985699079		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
			MSS	5.6	3.942855822		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioma	C60781				Homo Sapiens	
			MSS	10.2			1.0	1.0	1.0	0.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872				Homo Sapiens	
		Transformed (Unknown)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous					Homo Sapiens	
M14-MEL;UCLA-SO-M14;UCLA-SO-14;Melanoma 14			MSS	36.06666667	2.888202821		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3802				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
LNCaP.FGC;LNCaP-ATCC			MSI	90.83333333	3.776481166		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Prostate Carcinoma	C4863				Unknown	
					3.011448159		1.0	0.0	1.0	0.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
K1106			MSS	10.2	2.09120329		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C9280				Homo Sapiens	
	10.3109/10428190109099339	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unknown					Homo Sapiens	
			MSS	12.0	2.720445452		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C105555				Homo Sapiens	
			MSS	5.633333333	2.929286172		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	16.36666667	4.377803763		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hodgkin's Lymphoma	C9357				Homo Sapiens	
			MSS	8.333333333	2.534788181		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
			MSS	11.96666667	3.836858751		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C95595				Homo Sapiens	
	10.1016/j.jss.2011.04.021	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
			MSS	6.233333333	3.655857303		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C5228				Homo Sapiens	
MV4II			MSS	4.566666667	2.012127396		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9163				Homo Sapiens	
			MSS	28.76666667	1.856069597		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C45714				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
TOG;TGW-nu;TGW-I-nu;TGW-nu-1			MSS	15.86666667	3.173551064		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C4827				Homo Sapiens	
			MSS	6.766666667	1.972250457		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4247				Homo Sapiens	
			MSS	12.76666667	2.68877954		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	10.26666667	2.297516868		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C5250				Homo Sapiens	
			MSS	10.43333333	4.750400096		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C4450				Homo Sapiens	
			MSS	8.833333333	2.664536258		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C4908				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thyroid Gland Carcinoma	C4035				Homo Sapiens	
NIH:OVCAR-4			MSS	7.3	2.925130027		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
			MSS	12.03333333	3.289218986		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
KTCTL-13			MSS	6.0	2.061166329		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	9.7	3.144663815		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4250				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C7541				Homo Sapiens	
			MSS	10.96666667	3.795794615		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C3171				Homo Sapiens	
KY-50			MSS	12.33333333	3.361218138		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
Det 562;D562			MSS	5.466666667	2.855835048		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C102872				Homo Sapiens	
SJNB-17;NB17-DH			MSS	14.4	2.973228774		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
						SIDM00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4194				Homo Sapiens	
		None					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C5228		Cis-platinum and Prednimustine		Homo Sapiens	
			MSS	4.8	1.905895451		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	10.66666667	1.932833303		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C5214				Homo Sapiens	
			MSS	3.633333333	4.238473033		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017	13.0			Homo Sapiens	
OVCAR-433;SKOV-433			MSS	6.2	2.680343941		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C7550				Homo Sapiens	
AW-Mel			MSS	14.6	3.66869254		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3510				Homo Sapiens	
			MSS	56.43333333	3.609237463		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
COLO_021		None	MSS	3.04	2.2		1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	17.0		IIA	Homo Sapiens	HCM-SANG-0270-C20
			MSS	8.7	1.936997338		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
	10.1038/sj.bjc.6695007	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4194		Unknown		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C129857				Homo Sapiens	
	10.1038/sj.onc.1203168	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3808				Homo Sapiens	
			MSI	2.266666667	2.458111818		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSS	47.96666667	2.014002341		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4004				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
	10.1038/sj.bjc.6695007	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7359				Homo Sapiens	
			MSS	10.6	3.163722982		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Biliary Tract Carcinoma	C35417				Homo Sapiens	
			MSS	12.23333333	3.262866593		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
			MSI	38.43333333	1.979442933		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
HS0578T			MSS	6.266666667	2.603257839		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4194				Homo Sapiens	
			MSS	15.63333333	2.732902954		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	10.66666667	2.692804918		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSS	5.1	3.21982698		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
GM11654			MSS	7.233333333	3.624226013		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
			MSS	18.5	2.13539469		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C35875				Homo Sapiens	
			MSS	24.2	3.490650975	SIDM00916	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
			MSS	1.9	2.111592763		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C9140				Homo Sapiens	
			MSS	13.56666667	2.976832873		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
	10.1007/BF00389565	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	9.0		IIIA	Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C3247	12.0			Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	23.56666667	2.030635593		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C6915				Homo Sapiens	
			MSS	10.2	2.356100422		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	7.8	3.159091631		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C105555				Homo Sapiens	
			MSS		2.882875456		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C6041				Homo Sapiens	
			MSS	16.23333333	1.98305395		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
			MSS	7.7	2.848688544		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	12.23333333	2.992899849		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C6341				Homo Sapiens	
			MSS	14.36666667	2.001318917		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C4035				Homo Sapiens	
			MSS	19.6	2.951285063		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4911				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	4.0		IIIA	Homo Sapiens	
			MSS	11.13333333	2.665483463		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Oral Cavity Carcinoma	C4833				Homo Sapiens	
	http://dx.doi.org/10.1016/S0145-2126(98)00154-4						0.0	1.0	1.0	0.0	0.0	0.0	0.0	Other Blood Cancers	C3163				Homo Sapiens	
COLO_027		None	MSI				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	29.0		IIIB	Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteosarcoma	C9145				Homo Sapiens	
		Transformed (EBV)	MSS	6.433333333	1.952202057		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Cancerous	C41168				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	4.433333333	2.995078528		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017	28.0			Homo Sapiens	
KTCTL-195			MSS	5.766666667	3.180313384		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	6.0	3.149564491		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C45714				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C7572				Homo Sapiens	
SKG-3a			MSS	12.13333333	2.034520381		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Cervical Carcinoma	C27676				Homo Sapiens	
IARC-EW-22			MSS	4.066666667	2.404215209		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
	10.1002/gcc.2870050405	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C8971				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C4648				Homo Sapiens	
	10.1007/BF00201542	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neuroblastoma	C3270				Homo Sapiens	
							1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C4908				Unknown	
			MSS	5.866666667	2.186875473		1.0	1.0	1.0	1.0	0.0	0.0	1.0	T-Cell Non-Hodgkin's Lymphoma	C3720				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hodgkin's Lymphoma	C9357				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
			MSS	11.76666667	2.603654135		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C6340				Homo Sapiens	
			MSS	9.366666667	2.646689645		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
				10.33333333	3.499415952		1.0	0.0	1.0	0.0	0.0	0.0	1.0	Pancreatic Carcinoma	C3850				Homo Sapiens	
