NCIT	treatment_name	description	treatment_type	drug_name	NCIT_label
http://purl.obolibrary.org/obo/NCIT_C1411	Paclitaxel	"A compound extracted from the Pacific yew tree Taxus brevifolia with antineoplastic activity.  Paclitaxel binds to tubulin and inhibits the disassembly of microtubules, thereby resulting in the inhibition of cell division.  This agent also induces apoptosis by binding to and blocking the function of the apoptosis inhibitor protein Bcl-2 (B-cell Leukemia 2). (NCI04)"	Chemotherapy	Paclitaxel	Paclitaxel 
http://purl.obolibrary.org/obo/NCIT_C49176	Palbociclib	"An orally available cyclin-dependent kinase (CDK) inhibitor with potential antineoplastic activity. Palbociclib selectively inhibits cyclin-dependent kinase 4 (CDK4) and 6 (CDK6), thereby inhibiting retinoblastoma (Rb) protein phosphorylation early in the G1 phase leading to cell cycle arrest. This suppresses DNA replication and decreases tumor cell proliferation. CDK4 and 6 are serine/threonine kinases that are upregulated in many tumor cell types and play a key role in the regulation of cell cycle progression."	Targeted therapy	Palbociclib	Palbociclib
http://purl.obolibrary.org/obo/NCIT_C1345	Pamidronate Disodium	"The disodium salt of the synthetic bisphosphonate pamidronate. Although its mechanism of action is not completely understood, pamidronate appears to adsorb to calcium phosphate crystals in bone, blocking their dissolution by inhibiting osteoclast-mediated bone resorption. This agent does not inhibit bone mineralization and formation."	Not provided	Pamidronate Disodium	Pamidronate Disodium
http://purl.obolibrary.org/obo/NCIT_C71711	Pan-AKT Kinase Inhibitor GSK690693	"An aminofurazan-derived inhibitor of Akt kinases with potential antineoplastic activity. Pan-AKT kinase inhibitor GSK-690693 binds to and inhibits Akt kinases 1, 2, and 3, which may result in the inhibition of protein phosphorylation events downstream from Akt kinases in the PI3K/Akt signaling pathway, and, subsequently, the inhibition of tumor cell proliferation and the induction of tumor cell apoptosis. In addition, this agent may inhibit other protein kinases including protein kinase C (PKC) and protein kinase A (PKA). As serine/threonine protein kinases which are involved in a number of biological processes, AKT kinases promote cell survival by inhibiting apoptosis and are required for glucose transport."	Targeted therapy	Pan-AKT Kinase Inhibitor GSK690693	Pan-AKT Kinase Inhibitor GSK690693
http://purl.obolibrary.org/obo/NCIT_C1857	Panitumumab	"A human IgG2kappa monoclonal antibody specific for the epidermal growth factor receptor (EGFR). Monoclonal antibody E7.6.3 binds to the EGFR, blocking the binding of epidermal growth factor and transforming growth factor alpha to EGFR-expressing cancer cells and ultimately inhibiting EGFR-dependent cell activation and proliferation. (NCI)"	Targeted therapy	Panitumumab	Panitumumab
http://purl.obolibrary.org/obo/NCIT_C74547	Pazopanib	"A small molecule inhibitor of multiple protein tyrosine kinases with potential antineoplastic activity. Pazopanib selectively inhibits vascular endothelial growth factor receptors (VEGFR)-1, -2 and -3, c-kit and platelet derived growth factor receptor (PDGF-R), which may result in inhibition of angiogenesis in tumors in which these receptors are upregulated."	Targeted therapy	Pazopanib	Pazopanib
http://purl.obolibrary.org/obo/NCIT_C60779	Pazopanib Hydrochloride	"The hydrochloride salt of a small molecule inhibitor of multiple protein tyrosine kinases with potential antineoplastic activity. Pazopanib selectively inhibits vascular endothelial growth factor receptors (VEGFR)-1, -2 and -3, c-kit and platelet derived growth factor receptor (PDGF-R), which may result in inhibition of angiogenesis in tumors in which these receptors are upregulated."	Targeted therapy	Pazopanib Hydrochloride	Pazopanib Hydrochloride
http://purl.obolibrary.org/obo/NCIT_C1555	Pegylated Liposomal Doxorubicin Hydrochloride	"A liposome-encapsulated preparation of the hydrochloride salt of the anthracycline antineoplastic antibiotic doxorubicin. Doxorubicin intercalates between DNA base pairs, thereby hinders the movement of replication machinery along DNA strands, as well as blocks the activity of topoisomerase II during replication. As a result, this agent causes DNA adducts formation, renders single- and double-stranded DNA breakages that induce DNA repair and or apoptotic processes. Doxorubicin also generates reactive oxygen species that leads to cytotoxicity secondary to lipid peroxidation of cell membrane lipids. Liposomal delivery of doxorubicin HCl improves drug penetration into tumors and decreases drug clearance, thereby increasing the duration of therapeutic drug effects. A liposomal formulation of doxorubicin also modulates toxicity, specifically the cardiac effects commonly seen with anthracycline antitumor drugs."	Chemotherapy	Pegylated Liposomal Doxorubicin Hydrochloride	Pegylated Liposomal Doxorubicin Hydrochloride
http://purl.obolibrary.org/obo/NCIT_C106432	Pembrolizumab	"A humanized monoclonal immunoglobulin (Ig) G4 antibody directed against human cell surface receptor PD-1 (programmed death-1 or programmed cell death-1) with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, pembrolizumab binds to PD-1, an inhibitory signaling receptor expressed on the surface of activated T cells, and blocks the binding to and activation of PD-1 by its ligands, which results in the activation of T-cell-mediated immune responses against tumor cells. The ligands for PD-1 include programmed cell death ligand 1 (PD-L1), overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on APCs. Activated PD-1 negatively regulates T-cell activation and plays a key role in in tumor evasion from host immunity."	Targeted therapy	Pembrolizumab	Pembrolizumab
http://purl.obolibrary.org/obo/NCIT_C61614	Pemetrexed	"A synthetic pyrimidine-based antifolate. Pemetrexed binds to and inhibits the enzyme thymidylate synthase (TS), which catalyses the methylation of 2'-deoxyuridine-5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP), an essential precursor in DNA synthesis."	Chemotherapy	Pemetrexed	Pemetrexed
http://purl.obolibrary.org/obo/NCIT_C38692	Pertuzumab	"A humanized recombinant monoclonal antibody directed against the extracellular dimerization domain of the HER-2 tyrosine kinase receptor. Binding of the antibody to the dimerization domain of the HER-2 tyrosine kinase receptor protein directly inhibits the ability of the HER-2 tyrosine kinase receptor protein (the most common pairing partner) to dimerize with other HER tyrosine kinase receptor proteins; inhibiting receptor protein dimerization prevents the activation of HER signaling pathways, resulting in tumor cell apoptosis. (NCI04)"	Targeted therapy	Pertuzumab	Pertuzumab
http://purl.obolibrary.org/obo/NCIT_C138044	Pertuzumab/Trastuzumab/Docetaxel Followed by FEC Regimen	"A chemotherapy regimen consisting of pertuzumab, trastuzumab and docetaxel, followed by fluorouracil, epirubicin and intravenous cyclophosphamide, used as a neoadjuvant or adjuvant treatment for HER-2/neu-positive breast cancer."	Chemotherapy	Pertuzumab/Trastuzumab/Docetaxel Followed by FEC Regimen	Pertuzumab/Trastuzumab/Docetaxel Followed by FEC Regimen
http://purl.obolibrary.org/obo/NCIT_C77906	Pevonedistat	"A small molecule inhibitor of Nedd8 activating enzyme (NAE) with potential antineoplastic activity. Pevonedistat binds to and inhibits NAE, which may result in the inhibition of tumor cell proliferation and survival. NAE activates Nedd8 (Neural precursor cell expressed, developmentally down-regulated 8), an ubiquitin-like (UBL) protein that modifies cellular targets in a pathway that is parallel to but distinct from the ubiquitin-proteasome pathway (UPP). Functioning in diverse regulatory activities, proteins conjugated to UBLs like Nedd8 typically are not targeted for proteasomal degradation."	Targeted therapy	Pevonedistat	Pevonedistat
http://purl.obolibrary.org/obo/NCIT_C2152	Phosphatidylinositide 3-Kinase Inhibitor	"Any substance that inhibits phosphatidylinositol 3-kinase (phosphatidylinositide 3-kinase), an enzyme that catalyzes the phosphorylation of the 3 position hydroxyl group of the inositol ring of phosphatidylinositol and functions as an intracellular signal transducer in cell growth, proliferation, differentiation, motility, survival and intracellular trafficking. Inhibition of phosphatidylinositol 3-kinase produces antiproliferative and antiangiogenic effects."	Targeted therapy	Phosphatidylinositide 3-Kinase Inhibitor	Phosphatidylinositide 3-Kinase Inhibitor
http://purl.obolibrary.org/obo/NCIT_C126798	Pidnarulex	"An orally bioavailable inhibitor of RNA polymerase I (Pol I), with potential antineoplastic activity. Upon oral administration, pidnarulex selectively binds to and inhibits Pol I, prevents Pol I-mediated ribosomal RNA (rRNA) synthesis, induces apoptosis, and inhibits tumor cell growth. Pol I, the multiprotein complex that synthesizes rRNA, is upregulated in cancer cells and plays a key role in cell proliferation and survival. Hyperactivated rRNA transcription is associated with uncontrolled cancer cell proliferation."	Targeted therapy	Pidnarulex	Pidnarulex
http://purl.obolibrary.org/obo/NCIT_C71705	Pilaralisib	"An orally bioavailable small molecule, targeting the class I phosphatidylinositol 3 kinase (PI3K) family of lipid kinases, with potential antineoplastic activity. Pilaralisib reversibly binds to class 1 PI3Ks in an ATP-competitive manner, inhibiting the production of the secondary messenger phosphatidylinositol-3,4,5-trisphosphate (PIP3) and activation of the PI3K signaling pathway; this may result in inhibition of tumor cell growth and survival in susceptible tumor cell populations. Activation of the PI3K signaling pathway is frequently associated with tumorigenesis. Dysregulated PI3K signaling may contribute to tumor resistance to a variety of antineoplastic agents including genotoxic agents and receptor tyrosine kinase inhibitors."	Targeted therapy	Pilaralisib	Pilaralisib
http://purl.obolibrary.org/obo/NCIT_C84864	Pimasertib	"An orally bioavailable small-molecule inhibitor of MEK1 and MEK2 (MEK1/2) with potential antineoplastic activity. Pimasertib selectively binds to and inhibits the activity of MEK1/2, preventing the activation of MEK1/2-dependent effector proteins and transcription factors, which may result in the inhibition of growth factor-mediated cell signaling and tumor cell proliferation. MEK1/2 (MAP2K1/K2) are dual-specificity threonine/tyrosine kinases that play key roles in the activation of the RAS/RAF/MEK/ERK pathway and are often upregulated in a variety of tumor cell types."	Targeted therapy	Pimasertib	Pimasertib
http://purl.obolibrary.org/obo/NCIT_C26663	Pixantrone	"A synthetic, noncardiotoxic aza-anthracenedione analogue with potential antineoplastic activity. Pixantrone intercalates into DNA and induces topoisomerase II-mediated DNA strand crosslinks, resulting in inhibition of DNA replication and tumor cell cytotoxicity."	Targeted therapy	Pixantrone	Pixantrone
http://purl.obolibrary.org/obo/NCIT_C1689	Plitidepsin	"A cyclic depsipeptide isolated from the marine tunicate Aplidium albicans. Plitidepsin displays a broad spectrum of antitumor activities, inducing apoptosis by triggering mitochondrial cytochrome c release, initiating the Fas/DC95, JNK pathway and activating caspase 3 activation. This agent also inhibits elongation factor 1-a, thereby interfering with protein synthesis, and induces G1 arrest and G2 blockade, thereby inhibiting tumor cell growth."	Chemotherapy	Plitidepsin	Plitidepsin
http://purl.obolibrary.org/obo/NCIT_C769	Prednisolone	"A synthetic glucocorticoid with anti-inflammatory and immunomodulating properties.  After cell surface receptor attachment and cell entry, prednisolone enters the nucleus where it binds to and activates specific nuclear receptors, resulting in an altered gene expression and inhibition of proinflammatory cytokine production.  This agent also decreases the number of circulating lymphocytes, induces cell differentiation, and stimulates apoptosis in sensitive tumor cells populations. (NCI04)"	Immunotherapy	Prednisolone	Prednisolone
