model_id,passage_range,treatment_name,treatment_type,treatment_dose,administration_route,treatment_schedule,treatment_length,treatment_response,response_classification,platform_id,provider
NIBRX-3846,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3990,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3268,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4378,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1199,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1948,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2043,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2684,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2997,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3800,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4215,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4226,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4676,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2081,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3052,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4018,,CLR457,treatment,20 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-4649,,CLR457,treatment,20 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3947,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4015,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3038,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4377,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2283,,CLR457,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2613,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2602,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2700,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3880,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4426,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4668,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4455,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4849,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3127,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,complete response,,drugdosing,DFCI-CPDM
NIBRX-2163,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3486,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4339,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3746,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3676,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4832,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2921,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4644,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3503,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4538,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1655,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3773,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2306,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2753,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1906,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4157,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3211,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2838,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5189,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2723,,dacarbazine,treatment,80 mg/kg,intraperitoneal,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3267,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1538,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2145,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1329,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3792,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1119,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1173,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1270,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1536,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3093,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2483,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1027,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1055,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1167,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1303,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1500,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2374,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2659,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2822,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2861,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3205,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1441,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-0933,,encorafenib,treatment,20 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2403,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5254,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5405,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5438,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5494,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5495,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2182,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2484,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1479,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2846,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2239,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3224,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5578,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1290,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1443,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1855,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5446,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4087,,encorafenib,treatment,20 mg/kg,oral,twice per day,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2538,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2573,,encorafenib,treatment,20 mg/kg,oral,twice per day,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2613,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2602,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3127,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2700,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3880,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4426,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4455,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4668,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4849,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2163,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3486,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4339,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3746,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3676,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2921,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4832,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4644,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3503,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4538,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1655,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3773,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2306,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2753,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1906,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4157,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4530,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3211,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2838,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5189,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2723,,encorafenib,treatment,20 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3880,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2602,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4668,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2700,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4849,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3127,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4426,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4455,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2613,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2163,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3486,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4339,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3746,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,complete response,,drugdosing,DFCI-CPDM
NIBRX-3676,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2921,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4832,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4644,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,complete response,,drugdosing,DFCI-CPDM
NIBRX-3503,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4538,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1655,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3773,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2306,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2753,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1906,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4157,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4530,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3211,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2838,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5189,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2723,,encorafenib + binimetinib,treatment,"20, 10 mg/kg","oral, oral","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1156,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1172,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1499,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1787,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1934,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1993,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2088,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2082,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1834,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1980,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1835,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1870,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1323,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3237,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1823,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2017,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1586,,erlotinib,treatment,80 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2042,,erlotinib,treatment,80 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1442,,erlotinib,treatment,80 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1725,,erlotinib,treatment,80 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3843,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4819,,erlotinib,treatment,80 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1658,,erlotinib,treatment,80 mg/kg,oral,daily,,partial response,,drugdosing,DFCI-CPDM
NIBRX-1683,,erlotinib,treatment,80 mg/kg,oral,daily,,partial response,,drugdosing,DFCI-CPDM
NIBRX-3029,,erlotinib,treatment,80 mg/kg,oral,daily,,partial response,,drugdosing,DFCI-CPDM
NIBRX-5205,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1289,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1362,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2339,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2470,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3028,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3268,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3898,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3038,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1199,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1317,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2043,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2220,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2428,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2564,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2997,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4215,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4226,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4316,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4676,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2081,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3052,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1948,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-4018,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3782,,figitumumab,treatment,20 mg/kg,intraperitoneal,weekly,,progressive disease,,drugdosing,DFCI-CPDM
